academic_performance,anxiety_level,basic_needs,blood_pressure,breathing_problem,Sum of bullying,Column1,depression,extracurricular_activities,future_career_concerns,headache,K3,K3_renamed,living_conditions,LivingCondC,mental_health_history,MHProblemYes,noise_level,NoiseC,peer_pressure,PeerpressureC,PoorSleepQuality,Sum of safety,SafetyC,self_esteem,SelfEsteem>avg,sleep_quality,social_support,stress_level,study_load,teacher_student_relationship,AcademicC,BullyC,FuturecareerC
2,10,3,1,2,3,639,9,3,2,2,2,1,2,Bad Condition,0,0.00%,3,Neutral,3,Moderate Peer Pressure,Poor,3,Quite Safe,21,Above Average,2,3,1,3,3,Poor performance,Average Bullying,Slight concern
2,10,3,1,2,3,665,10,3,3,2,2,1,3,Average Condition,0,0.00%,3,Neutral,2,Minimal Peer Pressure,Poor,3,Quite Safe,15,Below Average,2,2,1,3,3,Poor performance,Average Bullying,Average concern
2,10,3,1,2,2,748,10,2,2,3,2,1,2,Bad Condition,1,100.00%,3,Neutral,2,Minimal Peer Pressure,Poor,3,Quite Safe,17,Below Average,2,3,1,2,3,Poor performance,Minimal Bullying,Slight concern
2,10,3,1,2,3,1038,14,2,2,3,2,1,2,Bad Condition,0,0.00%,2,Quiet,3,Moderate Peer Pressure,Poor,2,Not Safe,25,Above Average,2,2,1,2,2,Poor performance,Average Bullying,Slight concern
2,10,3,1,2,2,1043,11,2,2,3,2,1,2,Bad Condition,1,100.00%,2,Quiet,2,Minimal Peer Pressure,Moderate,2,Not Safe,24,Above Average,3,2,1,3,3,Poor performance,Minimal Bullying,Slight concern
2,10,3,1,2,3,1074,12,2,3,3,2,1,2,Bad Condition,1,100.00%,3,Neutral,2,Minimal Peer Pressure,Poor,2,Not Safe,18,Above Average,2,3,1,3,2,Poor performance,Average Bullying,Average concern
2,10,3,1,4,3,191,10,2,2,2,2,1,3,Average Condition,1,100.00%,2,Quiet,2,Minimal Peer Pressure,Poor,3,Quite Safe,21,Above Average,2,2,1,3,2,Poor performance,Average Bullying,Slight concern
2,10,3,1,4,3,309,13,2,3,3,2,1,2,Bad Condition,0,0.00%,2,Quiet,3,Moderate Peer Pressure,Moderate,3,Quite Safe,21,Above Average,3,3,1,3,3,Poor performance,Average Bullying,Average concern
2,10,3,1,4,3,311,13,2,2,3,2,1,2,Bad Condition,0,0.00%,2,Quiet,2,Minimal Peer Pressure,Poor,3,Quite Safe,17,Below Average,2,3,1,3,3,Poor performance,Average Bullying,Slight concern
2,10,3,1,4,3,383,9,3,3,3,2,1,3,Average Condition,1,100.00%,3,Neutral,2,Minimal Peer Pressure,Poor,3,Quite Safe,18,Above Average,2,3,1,2,2,Poor performance,Average Bullying,Average concern
2,10,3,1,4,2,666,12,2,2,2,2,1,3,Average Condition,0,0.00%,2,Quiet,2,Minimal Peer Pressure,Poor,2,Not Safe,18,Above Average,2,2,1,2,3,Poor performance,Minimal Bullying,Slight concern
2,10,3,1,4,3,981,13,3,3,2,2,1,3,Average Condition,0,0.00%,2,Quiet,2,Minimal Peer Pressure,Poor,2,Not Safe,20,Above Average,2,3,1,2,3,Poor performance,Average Bullying,Average concern
2,10,3,1,4,3,1006,14,2,3,2,2,1,3,Average Condition,1,100.00%,3,Neutral,2,Minimal Peer Pressure,Poor,3,Quite Safe,16,Below Average,2,3,1,2,2,Poor performance,Average Bullying,Average concern
2,10,3,1,4,3,1015,13,2,2,3,2,1,2,Bad Condition,0,0.00%,3,Neutral,2,Minimal Peer Pressure,Moderate,3,Quite Safe,23,Above Average,3,3,1,2,3,Poor performance,Average Bullying,Slight concern
2,11,0,3,5,4,634,10,4,1,2,2,1,1,Bad Condition,1,100.00%,1,Quiet,3,Moderate Peer Pressure,High,5,Safe,5,Below Average,5,1,1,4,1,Poor performance,Extreme Bullying,Slight concern
2,11,2,1,2,3,163,10,2,2,2,2,1,3,Average Condition,0,0.00%,3,Neutral,2,Minimal Peer Pressure,Moderate,3,Quite Safe,15,Below Average,3,2,1,2,3,Poor performance,Average Bullying,Slight concern
2,11,2,1,2,3,352,10,3,2,2,2,1,3,Average Condition,0,0.00%,2,Quiet,3,Moderate Peer Pressure,Moderate,3,Quite Safe,15,Below Average,3,3,1,2,2,Poor performance,Average Bullying,Slight concern
2,11,2,1,4,2,142,13,2,3,3,2,1,3,Average Condition,0,0.00%,3,Neutral,2,Minimal Peer Pressure,Poor,2,Not Safe,17,Below Average,2,3,1,3,3,Poor performance,Minimal Bullying,Average concern
2,11,2,1,4,3,238,12,2,2,2,2,1,2,Bad Condition,0,0.00%,2,Quiet,2,Minimal Peer Pressure,Moderate,3,Quite Safe,21,Above Average,3,3,1,3,3,Poor performance,Average Bullying,Slight concern
2,11,2,1,4,2,622,12,3,2,2,2,1,3,Average Condition,1,100.00%,2,Quiet,3,Moderate Peer Pressure,Moderate,2,Not Safe,24,Above Average,3,3,1,2,2,Poor performance,Minimal Bullying,Slight concern
2,11,3,1,2,3,18,12,2,2,3,2,1,2,Bad Condition,0,0.00%,3,Neutral,3,Moderate Peer Pressure,Poor,3,Quite Safe,23,Above Average,2,3,1,3,2,Poor performance,Average Bullying,Slight concern
2,11,3,1,2,3,68,10,2,2,3,2,1,3,Average Condition,1,100.00%,3,Neutral,2,Minimal Peer Pressure,Poor,3,Quite Safe,23,Above Average,2,3,1,3,2,Poor performance,Average Bullying,Slight concern
2,11,3,1,2,3,88,13,3,3,3,2,1,2,Bad Condition,0,0.00%,2,Quiet,2,Minimal Peer Pressure,Moderate,3,Quite Safe,18,Above Average,3,3,1,3,3,Poor performance,Average Bullying,Average concern
2,11,3,1,2,2,222,11,2,2,3,2,1,2,Bad Condition,0,0.00%,3,Neutral,2,Minimal Peer Pressure,Poor,2,Not Safe,24,Above Average,2,2,1,2,2,Poor performance,Minimal Bullying,Slight concern
2,11,3,1,2,3,330,9,2,2,2,2,1,2,Bad Condition,0,0.00%,3,Neutral,2,Minimal Peer Pressure,Moderate,2,Not Safe,16,Below Average,3,2,1,3,2,Poor performance,Average Bullying,Slight concern
2,11,3,1,2,3,549,14,3,2,2,2,1,2,Bad Condition,0,0.00%,3,Neutral,2,Minimal Peer Pressure,Moderate,2,Not Safe,15,Below Average,3,3,1,2,3,Poor performance,Average Bullying,Slight concern
2,11,3,1,2,3,1095,14,3,3,3,2,1,2,Bad Condition,0,0.00%,2,Quiet,2,Minimal Peer Pressure,Moderate,2,Not Safe,17,Below Average,3,3,1,2,2,Poor performance,Average Bullying,Average concern
2,11,3,1,4,3,134,10,3,2,3,2,1,2,Bad Condition,0,0.00%,3,Neutral,2,Minimal Peer Pressure,Moderate,2,Not Safe,21,Above Average,3,3,1,2,2,Poor performance,Average Bullying,Slight concern
2,11,3,1,4,3,424,9,2,2,3,2,1,2,Bad Condition,0,0.00%,3,Neutral,2,Minimal Peer Pressure,Moderate,2,Not Safe,21,Above Average,3,2,1,3,2,Poor performance,Average Bullying,Slight concern
2,11,3,1,4,3,536,14,3,2,3,2,1,2,Bad Condition,1,100.00%,3,Neutral,3,Moderate Peer Pressure,Moderate,3,Quite Safe,21,Above Average,3,3,1,2,2,Poor performance,Average Bullying,Slight concern
2,11,3,1,4,2,594,13,3,2,3,2,1,3,Average Condition,1,100.00%,3,Neutral,2,Minimal Peer Pressure,Poor,3,Quite Safe,18,Above Average,2,3,1,3,2,Poor performance,Minimal Bullying,Slight concern
2,11,3,1,4,2,684,11,3,3,2,2,1,3,Average Condition,1,100.00%,2,Quiet,2,Minimal Peer Pressure,Poor,3,Quite Safe,15,Below Average,2,3,1,2,2,Poor performance,Minimal Bullying,Average concern
2,12,1,3,1,0,241,20,3,0,5,2,1,3,Average Condition,0,0.00%,3,Neutral,0,Minimal Peer Pressure,High,5,Safe,22,Above Average,4,0,1,2,4,Poor performance,No Bully,Slight concern
2,12,1,3,4,0,855,7,3,0,4,2,1,1,Bad Condition,1,100.00%,2,Quiet,2,Minimal Peer Pressure,High,2,Not Safe,16,Below Average,5,1,2,4,4,Poor performance,No Bully,Slight concern
2,12,2,1,2,2,2,14,2,2,2,2,1,2,Bad Condition,1,100.00%,2,Quiet,3,Moderate Peer Pressure,Poor,3,Quite Safe,18,Above Average,2,2,1,3,3,Poor performance,Minimal Bullying,Slight concern
2,12,2,1,2,3,63,10,3,3,3,2,1,3,Average Condition,1,100.00%,2,Quiet,2,Minimal Peer Pressure,Poor,3,Quite Safe,23,Above Average,2,3,1,3,3,Poor performance,Average Bullying,Average concern
2,12,2,1,2,2,227,9,2,2,3,2,1,3,Average Condition,0,0.00%,3,Neutral,3,Moderate Peer Pressure,Poor,2,Not Safe,19,Above Average,2,2,1,2,3,Poor performance,Minimal Bullying,Slight concern
2,12,2,1,2,3,265,9,2,3,3,2,1,3,Average Condition,1,100.00%,2,Quiet,2,Minimal Peer Pressure,Poor,3,Quite Safe,18,Above Average,2,2,1,3,3,Poor performance,Average Bullying,Average concern
2,12,2,1,2,2,471,10,3,3,2,2,1,3,Average Condition,0,0.00%,2,Quiet,2,Minimal Peer Pressure,Poor,3,Quite Safe,23,Above Average,2,3,1,2,2,Poor performance,Minimal Bullying,Average concern
2,12,2,1,2,2,585,9,2,2,2,2,1,2,Bad Condition,1,100.00%,2,Quiet,3,Moderate Peer Pressure,Poor,3,Quite Safe,24,Above Average,2,2,1,2,3,Poor performance,Minimal Bullying,Slight concern
2,12,2,1,2,2,756,9,3,2,2,2,1,2,Bad Condition,1,100.00%,3,Neutral,3,Moderate Peer Pressure,Poor,3,Quite Safe,25,Above Average,2,3,1,3,2,Poor performance,Minimal Bullying,Slight concern
2,12,2,1,2,2,810,14,2,3,3,2,1,3,Average Condition,1,100.00%,3,Neutral,3,Moderate Peer Pressure,Moderate,2,Not Safe,24,Above Average,3,3,1,3,2,Poor performance,Minimal Bullying,Average concern
2,12,2,1,2,2,822,12,3,2,3,2,1,2,Bad Condition,0,0.00%,2,Quiet,3,Moderate Peer Pressure,Poor,3,Quite Safe,19,Above Average,2,2,1,3,2,Poor performance,Minimal Bullying,Slight concern
2,12,2,1,2,2,875,13,3,3,3,2,1,3,Average Condition,1,100.00%,3,Neutral,2,Minimal Peer Pressure,Moderate,2,Not Safe,17,Below Average,3,3,1,3,3,Poor performance,Minimal Bullying,Average concern
2,12,2,1,4,2,103,12,3,2,2,2,1,3,Average Condition,1,100.00%,2,Quiet,3,Moderate Peer Pressure,Poor,3,Quite Safe,15,Below Average,2,2,1,2,2,Poor performance,Minimal Bullying,Slight concern
2,12,2,1,4,3,157,11,3,2,2,2,1,2,Bad Condition,0,0.00%,3,Neutral,3,Moderate Peer Pressure,Poor,3,Quite Safe,15,Below Average,2,3,1,2,2,Poor performance,Average Bullying,Slight concern
2,12,2,1,4,2,329,9,2,2,3,2,1,2,Bad Condition,1,100.00%,3,Neutral,2,Minimal Peer Pressure,Poor,2,Not Safe,19,Above Average,2,2,1,2,3,Poor performance,Minimal Bullying,Slight concern
2,12,2,1,4,3,392,13,2,2,2,2,1,3,Average Condition,0,0.00%,3,Neutral,3,Moderate Peer Pressure,Moderate,2,Not Safe,16,Below Average,3,3,1,2,2,Poor performance,Average Bullying,Slight concern
2,12,2,1,4,3,435,12,2,3,2,2,1,2,Bad Condition,1,100.00%,3,Neutral,3,Moderate Peer Pressure,Poor,2,Not Safe,16,Below Average,2,3,1,2,3,Poor performance,Average Bullying,Average concern
2,12,2,1,4,3,837,11,3,3,2,2,1,2,Bad Condition,1,100.00%,3,Neutral,3,Moderate Peer Pressure,Moderate,2,Not Safe,21,Above Average,3,2,1,2,2,Poor performance,Average Bullying,Average concern
2,12,2,1,4,3,872,12,2,2,3,2,1,2,Bad Condition,1,100.00%,3,Neutral,2,Minimal Peer Pressure,Moderate,3,Quite Safe,17,Below Average,3,2,1,2,2,Poor performance,Average Bullying,Slight concern
2,12,3,1,2,3,36,14,2,2,2,2,1,3,Average Condition,0,0.00%,2,Quiet,2,Minimal Peer Pressure,Moderate,2,Not Safe,21,Above Average,3,2,1,2,2,Poor performance,Average Bullying,Slight concern
2,12,3,1,2,2,210,10,2,2,2,2,1,3,Average Condition,0,0.00%,3,Neutral,2,Minimal Peer Pressure,Poor,3,Quite Safe,15,Below Average,2,3,1,3,2,Poor performance,Minimal Bullying,Slight concern
2,12,3,1,2,2,336,12,3,2,2,2,1,2,Bad Condition,1,100.00%,2,Quiet,3,Moderate Peer Pressure,Moderate,2,Not Safe,15,Below Average,3,3,1,2,2,Poor performance,Minimal Bullying,Slight concern
2,12,3,1,2,3,746,10,3,2,3,2,1,2,Bad Condition,1,100.00%,2,Quiet,3,Moderate Peer Pressure,Moderate,2,Not Safe,16,Below Average,3,3,1,2,3,Poor performance,Average Bullying,Slight concern
2,12,3,1,2,3,925,9,2,3,2,2,1,2,Bad Condition,0,0.00%,3,Neutral,2,Minimal Peer Pressure,Moderate,3,Quite Safe,19,Above Average,3,3,1,2,3,Poor performance,Average Bullying,Average concern
2,12,3,1,2,2,1045,12,3,3,3,2,1,2,Bad Condition,0,0.00%,3,Neutral,2,Minimal Peer Pressure,Moderate,2,Not Safe,20,Above Average,3,2,1,3,2,Poor performance,Minimal Bullying,Average concern
2,12,3,1,4,2,361,12,2,2,3,2,1,2,Bad Condition,0,0.00%,3,Neutral,3,Moderate Peer Pressure,Moderate,2,Not Safe,19,Above Average,3,3,1,2,2,Poor performance,Minimal Bullying,Slight concern
2,12,3,1,4,2,515,13,3,3,2,2,1,3,Average Condition,1,100.00%,2,Quiet,2,Minimal Peer Pressure,Poor,3,Quite Safe,23,Above Average,2,3,1,2,2,Poor performance,Minimal Bullying,Average concern
2,12,3,1,4,2,623,12,2,2,2,2,1,3,Average Condition,0,0.00%,3,Neutral,3,Moderate Peer Pressure,Poor,2,Not Safe,17,Below Average,2,3,1,2,3,Poor performance,Minimal Bullying,Slight concern
2,12,3,1,4,3,718,13,3,2,2,2,1,2,Bad Condition,1,100.00%,3,Neutral,2,Minimal Peer Pressure,Poor,2,Not Safe,24,Above Average,2,3,1,2,3,Poor performance,Average Bullying,Slight concern
2,12,3,1,4,2,724,9,3,3,3,2,1,2,Bad Condition,1,100.00%,3,Neutral,3,Moderate Peer Pressure,Moderate,2,Not Safe,17,Below Average,3,3,1,3,3,Poor performance,Minimal Bullying,Average concern
2,12,3,1,4,3,1027,12,2,3,3,2,1,3,Average Condition,1,100.00%,2,Quiet,2,Minimal Peer Pressure,Moderate,2,Not Safe,22,Above Average,3,2,1,3,2,Poor performance,Average Bullying,Average concern
2,12,4,3,0,4,455,21,4,5,4,2,1,4,Good Condition,0,0.00%,2,Quiet,2,Minimal Peer Pressure,High,2,Not Safe,10,Below Average,5,1,0,1,2,Poor performance,Extreme Bullying,High concern
2,13,2,1,2,3,124,14,3,3,3,2,1,3,Average Condition,1,100.00%,3,Neutral,2,Minimal Peer Pressure,Poor,3,Quite Safe,20,Above Average,2,2,1,2,3,Poor performance,Average Bullying,Average concern
2,13,2,1,2,3,525,12,2,3,2,2,1,3,Average Condition,1,100.00%,2,Quiet,2,Minimal Peer Pressure,Poor,3,Quite Safe,15,Below Average,2,2,1,2,2,Poor performance,Average Bullying,Average concern
2,13,2,1,2,3,603,11,3,2,3,2,1,3,Average Condition,1,100.00%,3,Neutral,2,Minimal Peer Pressure,Moderate,3,Quite Safe,17,Below Average,3,3,1,3,3,Poor performance,Average Bullying,Slight concern
2,13,2,1,2,2,612,9,2,3,2,2,1,3,Average Condition,1,100.00%,3,Neutral,2,Minimal Peer Pressure,Poor,2,Not Safe,22,Above Average,2,3,1,2,2,Poor performance,Minimal Bullying,Average concern
2,13,2,1,2,3,620,14,3,3,3,2,1,2,Bad Condition,0,0.00%,2,Quiet,2,Minimal Peer Pressure,Moderate,3,Quite Safe,17,Below Average,3,2,1,3,3,Poor performance,Average Bullying,Average concern
2,13,2,1,2,2,918,14,3,2,2,2,1,2,Bad Condition,0,0.00%,2,Quiet,2,Minimal Peer Pressure,Poor,2,Not Safe,16,Below Average,2,3,1,3,2,Poor performance,Minimal Bullying,Slight concern
2,13,2,1,4,3,116,12,3,3,3,2,1,2,Bad Condition,1,100.00%,2,Quiet,3,Moderate Peer Pressure,Moderate,2,Not Safe,21,Above Average,3,2,1,3,2,Poor performance,Average Bullying,Average concern
2,13,2,1,4,3,213,10,2,3,2,2,1,2,Bad Condition,1,100.00%,2,Quiet,2,Minimal Peer Pressure,Moderate,3,Quite Safe,24,Above Average,3,2,1,3,3,Poor performance,Average Bullying,Average concern
2,13,2,1,4,3,233,12,3,2,3,2,1,2,Bad Condition,1,100.00%,2,Quiet,2,Minimal Peer Pressure,Poor,2,Not Safe,20,Above Average,2,2,1,2,3,Poor performance,Average Bullying,Slight concern
2,13,2,1,4,2,364,9,2,3,2,2,1,2,Bad Condition,1,100.00%,3,Neutral,2,Minimal Peer Pressure,Moderate,2,Not Safe,15,Below Average,3,2,1,2,3,Poor performance,Minimal Bullying,Average concern
2,13,2,1,4,3,412,12,2,2,2,2,1,3,Average Condition,1,100.00%,3,Neutral,3,Moderate Peer Pressure,Poor,3,Quite Safe,19,Above Average,2,3,1,2,3,Poor performance,Average Bullying,Slight concern
2,13,2,1,4,3,514,10,3,2,3,2,1,2,Bad Condition,1,100.00%,3,Neutral,2,Minimal Peer Pressure,Moderate,2,Not Safe,22,Above Average,3,2,1,2,2,Poor performance,Average Bullying,Slight concern
2,13,2,1,4,2,522,9,2,3,3,2,1,2,Bad Condition,0,0.00%,2,Quiet,3,Moderate Peer Pressure,Moderate,2,Not Safe,23,Above Average,3,2,1,2,3,Poor performance,Minimal Bullying,Average concern
2,13,2,1,4,2,764,10,3,2,2,2,1,2,Bad Condition,1,100.00%,3,Neutral,3,Moderate Peer Pressure,Poor,3,Quite Safe,25,Above Average,2,2,1,2,3,Poor performance,Minimal Bullying,Slight concern
2,13,2,1,4,3,795,10,2,3,2,2,1,3,Average Condition,1,100.00%,2,Quiet,2,Minimal Peer Pressure,Poor,3,Quite Safe,17,Below Average,2,2,1,2,3,Poor performance,Average Bullying,Average concern
2,13,2,1,4,2,970,11,2,2,3,2,1,2,Bad Condition,1,100.00%,3,Neutral,3,Moderate Peer Pressure,Poor,2,Not Safe,25,Above Average,2,2,1,3,3,Poor performance,Minimal Bullying,Slight concern
2,13,3,1,2,2,55,11,3,2,3,2,1,3,Average Condition,0,0.00%,3,Neutral,2,Minimal Peer Pressure,Poor,3,Quite Safe,23,Above Average,2,3,1,3,2,Poor performance,Minimal Bullying,Slight concern
2,13,3,1,2,3,237,11,3,3,2,2,1,2,Bad Condition,1,100.00%,3,Neutral,3,Moderate Peer Pressure,Poor,3,Quite Safe,25,Above Average,2,3,1,3,3,Poor performance,Average Bullying,Average concern
2,13,3,1,2,2,279,12,2,3,3,2,1,3,Average Condition,1,100.00%,3,Neutral,2,Minimal Peer Pressure,Moderate,3,Quite Safe,16,Below Average,3,3,1,3,2,Poor performance,Minimal Bullying,Average concern
2,13,3,1,2,3,410,12,2,2,3,2,1,2,Bad Condition,0,0.00%,2,Quiet,3,Moderate Peer Pressure,Poor,2,Not Safe,20,Above Average,2,2,1,3,2,Poor performance,Average Bullying,Slight concern
2,13,3,1,2,3,569,13,3,2,3,2,1,2,Bad Condition,1,100.00%,2,Quiet,3,Moderate Peer Pressure,Moderate,3,Quite Safe,25,Above Average,3,3,1,3,2,Poor performance,Average Bullying,Slight concern
2,13,3,1,2,2,570,11,3,3,3,2,1,3,Average Condition,1,100.00%,2,Quiet,2,Minimal Peer Pressure,Poor,3,Quite Safe,22,Above Average,2,2,1,2,2,Poor performance,Minimal Bullying,Average concern
2,13,3,1,2,2,926,12,2,2,2,2,1,3,Average Condition,1,100.00%,3,Neutral,2,Minimal Peer Pressure,Poor,3,Quite Safe,21,Above Average,2,3,1,2,2,Poor performance,Minimal Bullying,Slight concern
2,13,3,1,2,2,1075,13,3,2,2,2,1,3,Average Condition,1,100.00%,2,Quiet,3,Moderate Peer Pressure,Moderate,3,Quite Safe,16,Below Average,3,2,1,3,3,Poor performance,Minimal Bullying,Slight concern
2,13,3,1,4,2,198,10,3,2,2,2,1,3,Average Condition,1,100.00%,2,Quiet,2,Minimal Peer Pressure,Moderate,3,Quite Safe,21,Above Average,3,3,1,3,2,Poor performance,Minimal Bullying,Slight concern
2,13,3,1,4,3,225,14,2,2,2,2,1,3,Average Condition,0,0.00%,3,Neutral,2,Minimal Peer Pressure,Poor,3,Quite Safe,24,Above Average,2,2,1,3,2,Poor performance,Average Bullying,Slight concern
2,13,3,1,4,3,301,11,3,2,3,2,1,2,Bad Condition,0,0.00%,3,Neutral,3,Moderate Peer Pressure,Poor,3,Quite Safe,23,Above Average,2,2,1,3,2,Poor performance,Average Bullying,Slight concern
2,13,3,1,4,2,655,10,2,2,2,2,1,2,Bad Condition,0,0.00%,2,Quiet,3,Moderate Peer Pressure,Moderate,3,Quite Safe,17,Below Average,3,2,1,2,2,Poor performance,Minimal Bullying,Slight concern
2,13,3,1,4,3,719,9,3,2,2,2,1,3,Average Condition,0,0.00%,2,Quiet,2,Minimal Peer Pressure,Poor,2,Not Safe,19,Above Average,2,2,1,3,3,Poor performance,Average Bullying,Slight concern
2,13,3,1,4,2,763,9,2,2,3,2,1,3,Average Condition,0,0.00%,3,Neutral,2,Minimal Peer Pressure,Poor,3,Quite Safe,18,Above Average,2,3,1,2,3,Poor performance,Minimal Bullying,Slight concern
2,13,3,1,4,2,786,13,3,2,2,2,1,3,Average Condition,0,0.00%,2,Quiet,2,Minimal Peer Pressure,Moderate,3,Quite Safe,24,Above Average,3,3,1,3,2,Poor performance,Minimal Bullying,Slight concern
2,13,3,1,4,3,876,11,3,2,3,2,1,2,Bad Condition,0,0.00%,2,Quiet,3,Moderate Peer Pressure,Moderate,2,Not Safe,17,Below Average,3,2,1,3,3,Poor performance,Average Bullying,Slight concern
2,13,3,3,3,0,141,24,5,4,1,2,1,3,Average Condition,1,100.00%,5,Noisy,1,Minimal Peer Pressure,High,4,Safe,27,Above Average,5,0,0,5,0,Poor performance,No Bully,High concern
2,14,2,1,2,3,319,9,3,2,3,2,1,3,Average Condition,1,100.00%,3,Neutral,2,Minimal Peer Pressure,Moderate,3,Quite Safe,18,Above Average,3,2,1,3,3,Poor performance,Average Bullying,Slight concern
2,14,2,1,2,2,489,11,3,2,3,2,1,3,Average Condition,1,100.00%,3,Neutral,2,Minimal Peer Pressure,Poor,3,Quite Safe,17,Below Average,2,3,1,2,2,Poor performance,Minimal Bullying,Slight concern
2,14,2,1,2,2,771,11,2,3,2,2,1,3,Average Condition,0,0.00%,3,Neutral,2,Minimal Peer Pressure,Moderate,3,Quite Safe,25,Above Average,3,3,1,2,2,Poor performance,Minimal Bullying,Average concern
2,14,2,1,2,3,824,14,2,3,3,2,1,2,Bad Condition,0,0.00%,2,Quiet,2,Minimal Peer Pressure,Poor,2,Not Safe,21,Above Average,2,3,1,3,2,Poor performance,Average Bullying,Average concern
2,14,2,1,2,3,913,9,3,3,2,2,1,3,Average Condition,0,0.00%,3,Neutral,3,Moderate Peer Pressure,Poor,2,Not Safe,25,Above Average,2,2,1,3,3,Poor performance,Average Bullying,Average concern
2,14,2,1,4,2,350,12,2,2,2,2,1,2,Bad Condition,0,0.00%,3,Neutral,2,Minimal Peer Pressure,Moderate,3,Quite Safe,23,Above Average,3,3,1,2,2,Poor performance,Minimal Bullying,Slight concern
2,14,2,1,4,2,390,14,3,2,2,2,1,3,Average Condition,1,100.00%,3,Neutral,3,Moderate Peer Pressure,Poor,3,Quite Safe,23,Above Average,2,3,1,2,2,Poor performance,Minimal Bullying,Slight concern
2,14,2,1,4,2,561,12,3,2,3,2,1,2,Bad Condition,0,0.00%,2,Quiet,2,Minimal Peer Pressure,Moderate,2,Not Safe,16,Below Average,3,2,1,3,3,Poor performance,Minimal Bullying,Slight concern
2,14,2,1,4,2,682,10,3,3,2,2,1,3,Average Condition,0,0.00%,2,Quiet,3,Moderate Peer Pressure,Poor,2,Not Safe,15,Below Average,2,2,1,3,2,Poor performance,Minimal Bullying,Average concern
2,14,2,1,4,3,734,10,3,2,3,2,1,2,Bad Condition,1,100.00%,2,Quiet,2,Minimal Peer Pressure,Moderate,3,Quite Safe,20,Above Average,3,3,1,3,2,Poor performance,Average Bullying,Slight concern
2,14,2,1,4,3,823,12,3,3,3,2,1,2,Bad Condition,1,100.00%,2,Quiet,2,Minimal Peer Pressure,Poor,2,Not Safe,25,Above Average,2,3,1,3,2,Poor performance,Average Bullying,Average concern
2,14,2,3,3,3,1052,24,0,4,0,2,1,2,Bad Condition,0,0.00%,2,Quiet,1,Minimal Peer Pressure,Poor,0,Not Safe,12,Below Average,0,1,2,0,2,Poor performance,Average Bullying,High concern
2,14,2,3,5,2,313,10,4,3,3,2,1,5,Good Condition,0,0.00%,3,Neutral,4,Intense Peer Pressure,Poor,2,Not Safe,22,Above Average,1,0,1,0,3,Poor performance,Minimal Bullying,Average concern
2,14,3,1,2,3,243,14,2,3,2,2,1,3,Average Condition,1,100.00%,2,Quiet,2,Minimal Peer Pressure,Poor,3,Quite Safe,21,Above Average,2,3,1,3,3,Poor performance,Average Bullying,Average concern
2,14,3,1,2,3,386,13,3,3,3,2,1,2,Bad Condition,1,100.00%,2,Quiet,3,Moderate Peer Pressure,Poor,2,Not Safe,21,Above Average,2,3,1,2,2,Poor performance,Average Bullying,Average concern
2,14,3,1,2,3,619,14,2,3,2,2,1,3,Average Condition,0,0.00%,2,Quiet,3,Moderate Peer Pressure,Moderate,3,Quite Safe,19,Above Average,3,3,1,3,3,Poor performance,Average Bullying,Average concern
2,14,3,1,2,2,881,13,2,3,2,2,1,2,Bad Condition,0,0.00%,3,Neutral,2,Minimal Peer Pressure,Poor,3,Quite Safe,23,Above Average,2,2,1,3,2,Poor performance,Minimal Bullying,Average concern
2,14,3,1,2,2,888,13,2,2,2,2,1,2,Bad Condition,0,0.00%,2,Quiet,2,Minimal Peer Pressure,Poor,3,Quite Safe,25,Above Average,2,3,1,3,2,Poor performance,Minimal Bullying,Slight concern
2,14,3,1,4,2,133,11,2,3,3,2,1,3,Average Condition,1,100.00%,2,Quiet,2,Minimal Peer Pressure,Moderate,3,Quite Safe,16,Below Average,3,3,1,2,3,Poor performance,Minimal Bullying,Average concern
2,14,3,1,4,3,409,14,2,2,2,2,1,3,Average Condition,0,0.00%,2,Quiet,3,Moderate Peer Pressure,Moderate,2,Not Safe,18,Above Average,3,3,1,3,2,Poor performance,Average Bullying,Slight concern
2,14,3,1,4,3,458,10,2,3,2,2,1,3,Average Condition,1,100.00%,3,Neutral,3,Moderate Peer Pressure,Poor,2,Not Safe,17,Below Average,2,3,1,2,2,Poor performance,Average Bullying,Average concern
2,14,3,1,4,3,498,10,3,2,2,2,1,2,Bad Condition,1,100.00%,3,Neutral,2,Minimal Peer Pressure,Poor,3,Quite Safe,19,Above Average,2,2,1,2,2,Poor performance,Average Bullying,Slight concern
2,14,3,1,4,3,850,13,3,3,2,2,1,2,Bad Condition,0,0.00%,3,Neutral,2,Minimal Peer Pressure,Poor,2,Not Safe,16,Below Average,2,2,1,3,2,Poor performance,Average Bullying,Average concern
2,14,3,1,4,3,921,10,2,3,3,2,1,2,Bad Condition,1,100.00%,2,Quiet,2,Minimal Peer Pressure,Moderate,2,Not Safe,23,Above Average,3,2,1,3,3,Poor performance,Average Bullying,Average concern
2,15,1,3,3,5,399,17,4,4,4,0,0,1,Bad Condition,1,100.00%,3,Neutral,5,Intense Peer Pressure,Poor,2,Not Safe,8,Below Average,1,1,2,4,2,Poor performance,Extreme Bullying,High concern
2,15,1,3,3,4,699,22,4,4,5,0,0,1,Bad Condition,1,100.00%,4,Noisy,5,Intense Peer Pressure,Poor,1,Not Safe,13,Below Average,1,1,2,4,1,Poor performance,Extreme Bullying,High concern
